ID,性別,世代,キャンペーン反応フラグ,購入金額_201304,購入金額_201404,キャンペーン前M,キャラクター商品M,生活用品M,文具M,娯楽商品M,本類M,おにぎりM,スイーツM,パンM,ファストフードM,飲料M,お惣菜M,お弁当M,キャンペーン前R,キャラクター商品R,生活用品R,文具R,娯楽商品R,本類R,おにぎりR,スイーツR,パンR,ファストフードR,飲料R,お惣菜R,お弁当R
912,女,30代,0,0,410,2530,130,0,0,0,0,830,830,280,0,430,0,0,80,156,NA,NA,NA,NA,91,80,83,NA,156,NA,NA
913,女,50代,0,0,0,1310,0,120,0,0,0,940,0,0,0,0,250,0,82,NA,220,NA,NA,NA,82,NA,NA,NA,NA,259,NA
915,男,50代,1,1350,450,5900,480,0,120,0,0,460,940,1510,100,1980,0,700,4,21,NA,318,NA,NA,21,197,22,137,4,NA,197
916,女,70代以上,0,1000,4400,12250,1130,0,0,0,3300,730,270,1360,120,3790,450,1700,3,3,NA,NA,NA,61,114,195,3,14,14,3,38
917,女,70代以上,0,0,670,4230,230,0,0,0,0,720,0,770,0,1650,600,90,28,212,NA,NA,NA,NA,183,NA,75,NA,28,57,212
918,女,10代以下,1,0,710,3620,1200,0,0,0,400,700,720,620,240,840,0,0,25,25,NA,NA,NA,336,25,45,32,32,25,NA,NA
919,男,20代,0,0,120,2040,240,0,0,0,0,0,0,120,120,1500,0,300,77,77,NA,NA,NA,NA,NA,NA,298,77,77,NA,172
920,女,30代,1,120,1620,9445,920,0,55,0,300,920,680,1510,0,4390,0,600,4,4,NA,30,NA,345,59,147,4,NA,6,NA,181
921,女,70代以上,0,0,0,2390,390,0,0,0,0,690,330,200,220,950,0,0,16,211,NA,NA,NA,NA,211,63,204,16,75,NA,NA
922,女,60代,0,260,970,8970,860,2120,0,0,3600,730,450,740,320,710,0,300,9,57,354,NA,NA,111,32,120,43,9,43,NA,207
923,女,10代以下,1,1740,1390,10840,110,600,0,0,800,330,2300,2530,720,1780,1200,0,44,173,351,NA,NA,137,207,44,44,146,44,314,NA
924,男,10代以下,0,2360,950,9470,1630,2000,0,0,900,1380,370,800,420,3140,0,0,5,6,327,NA,NA,224,6,143,5,18,6,NA,NA
925,女,50代,0,0,0,3020,360,0,0,0,400,120,0,360,360,770,750,0,5,40,NA,NA,NA,294,94,NA,40,124,5,166,NA
926,男,10代以下,0,240,0,1530,940,0,0,0,0,450,0,0,840,110,0,0,16,88,NA,NA,NA,NA,88,NA,NA,104,88,NA,NA
927,女,60代,0,940,300,3830,380,0,0,0,0,260,800,520,100,960,0,900,4,4,NA,NA,NA,NA,124,121,4,141,117,NA,159
928,男,30代,0,1770,620,13490,1300,0,50,0,1100,710,400,2150,800,5910,500,1560,8,8,NA,93,NA,224,8,144,38,109,49,131,161
929,男,60代,0,0,500,4350,470,0,0,0,0,490,180,1240,120,1970,0,90,48,57,NA,NA,NA,NA,75,189,57,78,48,NA,151
930,女,10代以下,0,1050,1010,10120,2270,0,0,0,400,470,300,2440,0,3780,430,1880,18,27,NA,NA,NA,308,207,178,27,NA,64,18,49
931,女,10代以下,1,1100,1390,5820,1040,0,50,0,0,1230,1460,660,300,1410,0,390,6,10,NA,315,NA,NA,10,20,50,82,6,NA,82
932,女,10代以下,1,240,670,5930,1070,0,0,0,0,470,1800,1880,600,1080,0,0,5,5,NA,NA,NA,NA,27,55,5,27,27,NA,NA
933,男,50代,0,120,400,1710,250,0,0,0,0,490,0,320,0,700,200,0,3,3,NA,NA,NA,NA,3,NA,19,NA,38,349,NA
934,女,40代,0,890,110,1980,390,0,0,0,0,390,180,0,0,660,250,500,6,6,NA,NA,NA,NA,6,179,NA,NA,6,217,317
935,男,30代,0,1040,100,9010,660,0,0,0,1000,320,200,1960,220,3560,0,1590,14,16,NA,NA,NA,111,42,306,16,67,14,NA,21
936,男,70代以上,0,460,210,9870,2010,200,300,0,500,600,310,3980,120,3300,0,0,3,14,290,357,NA,75,96,70,5,96,3,NA,NA
937,女,10代以下,0,130,0,3680,1060,0,300,0,0,350,120,950,220,410,0,1200,4,4,NA,354,NA,NA,142,45,4,4,4,NA,70
938,男,30代,0,0,0,5420,840,0,0,0,0,950,800,2000,120,1230,0,0,12,30,NA,NA,NA,NA,12,25,25,121,12,NA,NA
939,女,20代,0,250,1540,9910,780,2000,0,0,800,710,690,750,400,3190,0,1090,4,4,5,NA,NA,158,9,130,4,75,4,NA,36
940,男,70代以上,0,0,0,1380,110,0,0,0,0,120,150,110,300,700,0,0,126,174,NA,NA,NA,NA,298,178,174,126,174,NA,NA
941,男,60代,0,1130,130,7210,770,200,0,0,400,1200,370,920,0,2560,0,800,18,18,312,NA,NA,84,18,32,18,NA,19,NA,238
942,女,10代以下,1,200,510,13230,2350,3200,0,0,400,790,1730,2090,360,2960,0,1700,5,5,335,NA,NA,87,11,108,5,13,5,NA,108
943,女,10代以下,0,130,350,2910,540,0,0,0,0,130,1080,850,100,440,0,0,64,253,NA,NA,NA,NA,331,124,116,65,253,NA,NA
944,男,70代以上,1,640,110,8510,1070,0,0,0,900,700,0,960,1540,2250,750,600,10,10,NA,NA,NA,46,10,NA,86,34,10,148,112
945,男,30代,0,0,0,330,0,0,0,0,0,0,0,0,200,130,0,0,71,NA,NA,NA,NA,NA,NA,NA,NA,85,71,NA,NA
946,女,60代,1,320,1130,6710,460,0,0,0,0,910,750,330,360,2850,180,1200,15,15,NA,NA,NA,NA,127,184,15,124,36,365,98
947,男,60代,0,500,270,4720,1080,0,0,0,500,220,490,500,320,1840,0,0,3,3,NA,NA,NA,316,341,108,3,57,3,NA,NA
948,女,30代,1,0,0,2480,610,0,0,0,180,0,1110,750,0,240,200,0,27,27,NA,NA,NA,300,NA,101,27,NA,138,259,NA
949,女,30代,1,240,990,4010,580,0,0,0,0,360,1230,980,100,840,0,500,11,11,NA,NA,NA,NA,41,268,11,84,84,NA,351
950,女,30代,0,290,960,8200,1340,3000,0,0,200,570,0,110,1400,2540,0,0,10,47,30,NA,NA,139,22,NA,188,10,16,NA,NA
951,男,40代,0,240,0,10530,730,0,0,9000,0,360,0,0,700,470,0,0,76,124,NA,NA,158,NA,76,NA,NA,124,76,NA,NA
952,男,20代,0,470,1300,8080,510,0,0,0,0,2090,130,750,0,3430,0,900,14,37,NA,NA,NA,NA,62,276,37,NA,14,NA,14
953,男,10代以下,0,400,1510,4530,1030,0,120,0,0,440,910,1220,220,1460,0,0,8,56,NA,134,NA,NA,56,8,38,300,73,NA,NA
954,女,40代,1,0,620,3790,130,0,0,0,0,450,880,440,200,890,800,0,92,161,NA,NA,NA,NA,137,218,92,246,161,137,NA
955,男,70代以上,0,0,420,2770,400,0,0,0,400,660,0,120,100,1030,0,300,8,189,NA,NA,NA,155,8,NA,189,42,32,NA,32
956,女,30代,0,300,0,2940,220,0,0,0,0,100,130,1600,100,880,0,0,8,8,NA,NA,NA,NA,75,79,8,83,8,NA,NA
957,男,20代,1,340,400,11130,1190,0,0,0,2300,1480,120,610,440,4590,250,400,7,7,NA,NA,NA,109,32,67,23,7,7,143,111
958,男,60代,0,100,120,310,0,0,0,0,0,0,0,0,200,110,0,0,60,NA,NA,NA,NA,NA,NA,NA,NA,60,116,NA,NA
959,女,60代,0,0,220,5570,560,0,0,0,700,1130,900,130,0,1610,180,500,1,1,NA,NA,NA,72,1,1,56,NA,15,15,236
960,男,60代,0,0,1120,380,130,0,0,0,0,130,0,140,0,110,0,0,150,150,NA,NA,NA,NA,150,NA,201,NA,150,NA,NA
961,女,20代,1,440,600,8055,1320,0,225,0,0,1060,690,1060,720,3440,200,90,24,28,NA,24,NA,NA,28,250,28,45,28,102,45
962,男,30代,0,790,1000,10390,260,2000,0,0,2800,460,0,130,400,3350,540,300,17,17,143,NA,NA,119,44,NA,17,79,17,212,309
963,男,60代,0,0,0,330,0,0,0,0,0,0,330,0,0,0,0,0,189,NA,NA,NA,NA,NA,NA,189,NA,NA,NA,NA,NA
964,女,70代以上,0,0,200,730,230,0,0,0,0,100,0,230,0,400,0,0,21,21,NA,NA,NA,NA,355,NA,21,NA,204,NA,NA
965,女,10代以下,1,200,780,6995,2310,0,55,0,0,1570,1010,1300,700,930,360,600,15,15,NA,95,NA,NA,15,16,19,17,15,336,260
966,男,30代,1,0,260,4790,350,0,0,0,0,600,0,750,0,3060,0,0,11,11,NA,NA,NA,NA,57,NA,11,NA,24,NA,NA
967,女,70代以上,0,400,150,6090,100,0,0,0,0,1120,1020,400,240,2450,0,600,17,17,NA,NA,NA,NA,17,100,43,142,17,NA,275
968,男,70代以上,0,550,530,6100,910,0,120,0,1000,970,0,1040,320,2240,200,90,4,4,NA,54,NA,191,26,NA,92,4,5,183,158
969,男,70代以上,0,1670,310,12430,1600,0,0,0,500,3360,850,2160,320,3440,0,600,1,34,NA,NA,NA,330,5,26,4,1,4,NA,54
970,男,40代,0,1075,0,4145,970,0,55,0,0,340,0,460,840,1050,0,1400,4,34,NA,313,NA,NA,4,NA,31,127,23,NA,9
971,女,50代,0,560,1590,15350,1600,0,0,0,500,1690,3910,1440,340,5070,610,1000,28,43,NA,NA,NA,171,28,169,71,85,71,81,111
972,男,30代,0,200,5230,8060,590,0,0,0,500,920,240,1150,560,3500,0,900,18,19,NA,NA,NA,169,18,19,19,49,18,NA,121
973,男,30代,0,430,700,7810,1420,0,0,0,0,430,320,1560,460,2160,200,2190,3,45,NA,NA,NA,NA,18,119,45,191,3,92,3
974,男,40代,1,0,0,6640,850,0,300,0,0,380,310,1510,220,3030,500,0,1,28,NA,365,NA,NA,110,87,1,96,28,68,NA
975,男,50代,1,250,970,6720,1120,0,0,0,0,1000,0,2180,200,2340,0,1000,5,5,NA,NA,NA,NA,108,NA,5,71,15,NA,208
976,男,60代,1,540,0,2920,610,0,0,0,0,100,0,580,200,840,200,900,29,29,NA,NA,NA,NA,97,NA,29,149,108,331,164
977,男,50代,0,2110,590,9530,1090,0,0,0,0,890,320,1580,720,4510,0,1090,7,7,NA,NA,NA,NA,7,297,34,78,7,NA,33
978,女,30代,0,1050,520,15350,470,0,0,0,9600,1830,0,1860,100,1710,250,0,21,54,NA,NA,NA,21,54,NA,24,112,21,334,NA
979,男,20代,0,1350,580,3570,110,1120,0,0,200,330,0,110,100,610,0,300,3,6,319,NA,NA,246,53,NA,6,351,3,NA,339
980,男,60代,0,870,3140,9900,1740,0,0,1000,200,1160,490,3250,220,2050,500,690,40,70,NA,NA,203,122,147,99,70,44,40,140,202
981,女,10代以下,0,0,390,1760,230,0,0,0,0,0,0,830,0,800,0,0,11,45,NA,NA,NA,NA,NA,NA,45,NA,45,NA,NA
982,男,60代,1,110,230,20220,1710,7200,100,0,1800,1190,260,1970,820,5380,0,0,19,19,64,75,NA,19,19,31,19,31,19,NA,NA
983,男,20代,1,0,0,800,260,0,0,0,0,250,0,330,0,220,0,0,56,98,NA,NA,NA,NA,98,NA,56,NA,98,NA,NA
984,女,60代,1,1460,210,13320,750,0,0,3000,0,730,450,610,1280,5030,880,490,21,56,NA,NA,35,NA,21,74,59,21,21,21,81
985,女,50代,1,420,1050,10120,1320,0,0,0,0,850,730,1470,560,4970,0,900,20,20,NA,NA,NA,NA,20,73,20,20,20,NA,224
986,男,40代,0,0,0,1790,390,0,0,0,0,470,0,390,0,630,0,300,18,18,NA,NA,NA,NA,68,NA,18,NA,60,NA,60
987,女,30代,0,0,750,8010,870,0,50,0,0,1200,650,990,0,2820,360,1490,3,25,NA,230,NA,NA,12,85,25,NA,3,24,3
988,男,50代,0,0,0,2060,0,0,0,0,0,330,270,0,100,660,0,700,14,NA,NA,NA,NA,NA,14,80,NA,257,20,NA,53
989,男,30代,0,1160,0,5430,360,0,50,0,200,0,300,0,560,2010,0,1290,9,9,NA,93,NA,110,NA,264,NA,9,38,NA,68
990,男,40代,0,0,240,520,150,0,0,0,0,120,0,0,0,400,0,0,17,17,NA,NA,NA,NA,17,NA,NA,NA,17,NA,NA
991,女,40代,0,0,200,4440,1020,0,0,0,540,1450,0,400,0,1150,250,490,8,14,NA,NA,NA,123,9,NA,151,NA,8,148,8
993,女,30代,1,5300,830,15270,2040,3000,120,0,1360,1480,1730,2460,1000,2630,0,300,13,13,314,241,NA,109,109,189,13,114,13,NA,274
994,男,70代以上,0,870,700,8680,1430,0,0,0,900,1810,240,770,460,2670,0,1700,20,20,NA,NA,NA,108,21,320,20,152,20,NA,155
995,男,60代,0,0,240,680,0,0,0,0,0,0,0,0,0,550,0,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA
996,男,20代,0,2670,680,11830,480,1120,0,0,1700,1830,700,2450,0,2980,750,300,13,56,326,NA,NA,228,56,29,47,NA,13,228,13
997,女,30代,1,370,250,6040,530,0,1800,0,500,610,610,400,520,1460,0,0,15,32,NA,346,NA,302,15,48,120,94,15,NA,NA
998,男,70代以上,0,730,1940,4890,450,0,110,0,0,460,450,760,240,1800,0,500,10,38,NA,326,NA,NA,38,171,10,128,10,NA,321
999,女,60代,0,2710,820,10520,840,0,0,0,800,610,1210,1370,220,4580,0,1600,1,1,NA,NA,NA,312,208,64,1,181,1,NA,175
1000,女,70代以上,0,120,380,12340,1580,2000,0,0,1800,1190,250,1300,100,3940,250,390,1,31,235,NA,NA,52,82,166,1,134,1,64,25
